uniqueID	Word	animal	bird	body part	clothing	clothing accessory	container	dessert	drink	electronic device	food	fruit	furniture	home decor	insect	kitchen appliance	kitchen tool	medical equipment	musical instrument	office supply	part of car	plant	sports equipment	tool	toy	vegetable	vehicle	weapon	candy	hardware	mammal	sea animal	fastener	jewelry	watercraft	condiment	garden tool	lighting	personal hygiene item	scientific equipment	arts and crafts supply	home appliance	seafood	breakfast food	footwear	safety equipment	school supply	headwear	protective clothing	construction equipment	game	farm animal	outerwear	women's clothing
ladder	ladder																							1						1																								
ladle	ladle																1							1																														
ladybug	ladybug	1													1																																							
lamb	lamb	1									1																				1																					1		
lamb chop	lamb chop										1																																											
lamp	lamp									1				1																								1																
lamppost	lamppost																																																					
lampshade	lampshade													1																																								
landmine	landmine																											1																										
lantern	lantern																																					1																
lanyard	lanyard					1																																																
laptop	laptop									1																																												
lasagna	lasagna										1																																											
laser pointer	laser pointer																																																					
latch	latch																													1			1																					
latte	latte								1																																													
laundry basket	laundry basket																																																					
lava	lava																																																					
lavender	lavender																					1																																
lawnmower	lawnmower																																				1					1												
leaf	leaf																																																					
leash	leash																																																					
lectern	lectern												1																																									
leech	leech	1																																																				
leek	leek										1											1				1																												
leg	leg			1																																																		
leggings	leggings				1																																																	1
lego	lego																								1																													
lemon	lemon										1	1																																										
lemonade	lemonade								1																																													
lens	lens																																																					
leopard	leopard	1																													1																							
leotard	leotard				1																																																	
letter opener	letter opener																							1																														
lettuce	lettuce										1											1				1																												
license plate	license plate																				1																																	
licorice	licorice										1																		1																									
lid	lid																																																					
life jacket	life jacket				1																																									1			1					
lifesaver	lifesaver																																													1								
light switch	light switch																													1																								
lightbulb	lightbulb																													1								1																
lighter	lighter																							1														1																
lightning bug	lightning bug	1													1																																							
lime	lime										1	1																																										
limousine	limousine																										1																											
lingerie	lingerie				1																																																	1
lion	lion	1																													1																							
lip balm	lip balm																																						1															
lip gloss	lip gloss																																						1															
lipstick	lipstick																																						1															
lizard	lizard	1																																																				
llama	llama	1																													1																							
lobster	lobster	1									1																					1											1											
lock	lock																													1			1																					
locker	locker						1																																															
locket	locket																																	1																				
log	log																																																					
loincloth	loincloth				1																																																	
lollipop	lollipop										1																		1																									
loom	loom																																								1													
loveseat	loveseat												1																																									
luggage	luggage						1																																															
lumber	lumber																																																					
lunchbox	lunchbox						1																																								1							
macadamia	macadamia										1																																											
macaroni	macaroni										1																																											
machete	machete																											1																										
machine gun	machine gun																											1																										
maggot	maggot	1																																																				
magnet	magnet																																							1														
magnifier	magnifier																							1																1														
magnifying glass	magnifying glass																							1																1														
mail	mail																																																					
mailbox	mailbox						1																																															
makeup	makeup																																						1															
mallet	mallet																							1						1																								
man	man																																																					
manatee	manatee	1																													1	1																						
mandolin	mandolin																		1																																			
mango	mango										1	1																																										
manhole	manhole																																																					
mannequin	mannequin																																																					
mantle	mantle																																																					
map	map																																																					
maple syrup	maple syrup										1																									1								1										
marble	marble																								1																1													
margarita	margarita								1																																													
marijuana	marijuana																					1																																
marker	marker																							1																	1						1							
marmalade	marmalade										1																									1								1										
marshmallow	marshmallow										1																		1																									
mascara	mascara																																						1															
mashed potato	mashed potato										1																																											
mask	mask																																																					
mast	mast																																																					
mat	mat																																																					
match	match																							1														1																
matchbox	matchbox						1																																															
mattress	mattress												1																																									
measuring cup	measuring cup						1										1																							1														
meat	meat										1																																											
meat grinder	meat grinder																																									1												
meatball	meatball										1																																											
meatloaf	meatloaf										1																																											
medal	medal																																																					
meerkat	meerkat	1																													1																							
megaphone	megaphone																																																					
melon	melon										1	1																																										
memory stick	memory stick																																																					
metal detector	metal detector									1														1																														
metronome	metronome																																																					
microphone	microphone									1																																												
microscope	microscope																																							1														
microwave	microwave									1						1																										1												
milk	milk								1																																													
milkshake	milkshake							1	1																																													
minivan	minivan																										1																											
mint	mint										1											1																																
mirror	mirror													1																																								
missile	missile																											1																										
mistletoe	mistletoe																																																					
mitten	mitten				1	1																																																
mixer	mixer									1						1																										1												
moccasin	moccasin				1																																								1									
modem	modem									1																																												
mold1	mold						1																																		1													
mold2	mold																																																					
mole	mole	1																													1																							
money	money																																																					
mongoose	mongoose	1																													1																							
monkey	monkey	1																													1																							
moose	moose	1																													1																							
mop	mop																							1																														
mosquito	mosquito	1													1																																							
mosquito net	mosquito net																																																					
moss	moss																					1																																
moth	moth	1													1																																							
motherboard	motherboard																																																					
motorcycle	motorcycle																										1																											
mouse1	mouse	1																													1																							
mouse2	mouse									1																																												
mousepad	mousepad																																																					
mousetrap	mousetrap																																																					
mousse	mousse							1			1																																											
mouth	mouth			1																																																		
mouthpiece	mouthpiece																						1																							1								
mud	mud																																																					
muff	muff				1	1																																																
muffin	muffin							1			1																																	1										
mug	mug						1																																															
mulberry	mulberry										1	1																																										
mulch	mulch																																																					
mullet	mullet																																																					
mushroom	mushroom										1																																											
music box	music box									1															1																													
mussel	mussel	1									1																					1											1											
mustache	mustache			1																																																		
mustard	mustard										1																									1																		
nacho	nacho										1																																											
nail	nail																													1			1																					
nail clippers	nail clippers																							1															1															
nail file	nail file																							1															1															
nail polish	nail polish																																						1															
napkin	napkin																																																					
napkin ring	napkin ring																																																					
navel	navel			1																																																		
neck	neck			1																																																		
necklace	necklace																																	1																				
needle	needle																							1																	1													
nest	nest																																																					
net	net																																																					
nightshirt	nightshirt				1																																																	
nightstand	nightstand						1						1																																									
noisemaker	noisemaker																								1																													
noodle	noodle										1																																											
noose	noose																																																					
nose	nose			1																																																		
notebook	notebook																			1																											1							
notepad	notepad																			1																											1							
nut	nut										1																																											
nutcracker	nutcracker																1							1																														
oar	oar																						1																															
oatmeal	oatmeal										1																																	1										
octopus	octopus	1									1																					1											1											
odometer	odometer																				1																																	
oil	oil																																																					
oilcan	oilcan						1																																															
okra	okra										1															1																												
olive	olive										1																																											
omelet	omelet										1																																	1										
onion	onion										1															1																												
orange	orange										1	1																																										
orange rind	orange rind																																																					
orangutan	orangutan	1																													1																							
orchid	orchid																					1																																
organ	organ																		1																																			
origami	origami																																																					
ostrich	ostrich	1	1																																																			
otter	otter	1																													1																							
ottoman	ottoman												1																																									
outfit	outfit				1																																																	
outlet	outlet																																																					
oven	oven															1																										1												
overalls	overalls				1																																												1				1	
owl	owl	1	1																																																			
oyster	oyster	1									1																					1											1											
pacifier	pacifier																																																					
paddle	paddle																						1																															
padlock	padlock																													1			1																					
paint	paint																																								1													
paintbrush	paintbrush																							1																	1													
painting	painting																																																					
pajamas	pajamas				1																																																	
palette	palette																																								1													
pallet	pallet																																																					
palm tree	palm tree																					1																																
pan	pan						1																																															
pancake	pancake										1																																	1										
panda	panda	1																													1																							
panther	panther	1																													1																							
panties	panties				1																																																	
pants	pants				1																																																	
pantsuit	pantsuit				1																																																	1
pantyhose	pantyhose				1																																																	1
papaya	papaya										1	1																																										
paper	paper																			1																					1						1							
paper bag	paper bag						1																																															
paper plate	paper plate																																																					
paper towel	paper towel																																																					
paperclip	paperclip																			1													1														1							
paperweight	paperweight																																																					
parachute	parachute																																													1								
parfait	parfait							1			1																																											
parking meter	parking meter																																																					
parrot	parrot	1	1																																																			
parsley	parsley										1											1				1																												
pasta	pasta										1																																											
pastry	pastry							1			1																																	1										
patch	patch					1																																			1													
patty	patty										1																																											
payphone	payphone																																																					
pea	pea										1															1																												
peach	peach										1	1																																										
peacock	peacock	1	1																																																			
peanut	peanut										1																																											
peanut butter	peanut butter										1																									1								1										
pear	pear										1	1																																										
pearl	pearl																																																					
pecan	pecan										1																																											
pedal	pedal																				1																																	
pedometer	pedometer																																																					
peeler	peeler																1							1																														
peg	peg																													1			1																					
pelican	pelican	1	1																																																			
pen	pen																			1				1																	1						1							
pencil	pencil																			1				1																	1						1							
pencil sharpener	pencil sharpener																			1				1																	1						1							
pendulum	pendulum																																							1														
penguin	penguin	1	1																																																			
penholder	penholder																																																					
penlight	penlight																	1						1														1																
pennant	pennant																																																					
pepper mill	pepper mill																1																																					
pepper1	pepper										1																																											
pepper2	pepper										1															1																												
peppermint	peppermint										1																		1																									
pepperoni	pepperoni										1																																											
perfume	perfume																																						1															
periscope	periscope																																																					
pesto	pesto										1																									1																		
pet food	pet food																																																					
petal	petal																																																					
petri dish	petri dish						1																																	1														
pheasant	pheasant	1	1																																																			
phone	phone																																																					
phone booth	phone booth																																																					
photo booth	photo booth																																																					
photograph	photograph																																																					
piano	piano																		1																																			
pickax	pickax																							1				1		1							1																	
pickle	pickle										1																																											
pie	pie							1			1																																											
piecrust	piecrust										1																																											
pig	pig	1									1																				1																					1		
pigeon	pigeon	1	1																																																			
piggy bank	piggy bank						1																																															
piglet	piglet	1																													1																					1		
pill	pill																																																					
pillbox	pillbox						1											1																																				
pillow	pillow													1																																								
pin	pin																							1									1								1													
pinball	pinball									1																																									1			
pincushion	pincushion																																								1													
pine needle	pine needle																																																					
pine tree	pine tree																					1																																
pineapple	pineapple										1	1																																										
pinecone	pinecone													1																																								
ping-pong table	ping-pong table																						1																															
pinwheel	pinwheel													1											1																													
pipe1	pipe																																																					
pipe2	pipe																													1																								
pistachio	pistachio										1																																											
pita	pita										1																																											
pitcher	pitcher						1																																															
pitchfork	pitchfork																							1				1									1																	
pizza	pizza										1																																											
place mat	place mat													1																																								
plant	plant																					1																																
plaster cast	plaster cast																	1																																				
plastic film	plastic film																																																					
plate	plate																																																					
platypus	platypus	1																													1																							
playing card	playing card																																																		1			
playpen	playpen																																																					
pliers	pliers																							1						1																				1				
plug	plug																													1																								
plum	plum										1	1																																										
plunger	plunger																							1						1																								
pocket	pocket						1																																															
pocket watch	pocket watch																																	1																				
pocketknife	pocketknife																							1				1																										
pogo stick	pogo stick																								1																													
poinsettia	poinsettia																					1																																
poker	poker																							1																														
polar bear	polar bear	1																													1																							
polaroid	polaroid																																																					
pole	pole																																																					
police car	police car																										1																											
polisher	polisher																							1																														
polo shirt	polo shirt				1																																																	
polygraph	polygraph									1																														1														
pom-pom	pom-pom																																								1													
pomegranate	pomegranate										1	1																																										
pony	pony	1																													1																							
poodle	poodle	1																													1																							
pool table	pool table																																																					
popcorn	popcorn										1																																											
poppy	poppy										1											1																																
popsicle	popsicle							1			1																																											
porcupine	porcupine	1																													1																							
porthole	porthole																																																					
possum	possum	1																													1																							
poster	poster													1																																								
pot	pot						1																																															
potato	potato										1															1																												
potholder	potholder																																																					
pothole	pothole																																																					
potpie	potpie										1																																											
potpourri	potpourri													1																																								
powder	powder																																																					
power line	power line																																																					
praying mantis	praying mantis	1													1																																							
pretzel	pretzel										1																																											
printer	printer									1																																												
prism	prism																																							1														
projector	projector									1																																												
propeller	propeller																																																					
prune	prune										1	1																																										
puck	puck																						1																															
pudding	pudding							1			1																																											
puddle	puddle																																																					
puffin	puffin	1	1																																																			
pug	pug	1																													1																							
pulley	pulley																																																	1				
pulpit	pulpit																																																					
pump	pump																																																	1				
pumpkin	pumpkin										1															1																												
punch1	punch								1																																													
punch2	punch																			1				1																														
punching bag	punching bag																						1																															
puppet	puppet																								1																													
puppy	puppy	1																													1																							
purse	purse					1	1																																															
quad	quad																										1																											
quesadilla	quesadilla										1																																											
quiche	quiche										1																																											
quill	quill																							1																														
quilt	quilt																																																					
rabbit	rabbit	1									1																				1																					1		
raccoon	raccoon	1																													1																							
racehorse	racehorse																																																					
rack1	rack												1																																									
rack2	rack												1																																									
racket	racket																						1																															
radar	radar																																							1														
radiator	radiator																																																					
radio	radio									1																																												
radish	radish										1															1																												
raft	raft																										1								1																			
rag	rag																																																					
railing	railing																																																					
rain gauge	rain gauge																																																					
raincoat	raincoat				1																																												1				1	
raisin	raisin										1	1																																										
rake	rake																							1						1							1																	
ram	ram	1																													1																					1		
ramp	ramp																																																					
raspberry	raspberry										1	1																																										
rat	rat	1																													1																							
ratchet	ratchet																							1						1																								
rattle	rattle																								1																													
rattlesnake	rattlesnake	1																																																				
ravioli	ravioli										1																																											
razor	razor																							1															1															
razor blade	razor blade																											1																										
ready meal	ready meal										1																																											
rearview mirror	rearview mirror																				1																																	
recliner	recliner												1																																									
record	record																																																					
record player	record player									1																																												
recorder	recorder																		1																																			
red carpet	red carpet																																																					
reel	reel																																																					
refrigerator	refrigerator									1						1																										1												
reindeer	reindeer	1																													1																							
remote control	remote control									1																																												
retainer	retainer																																																					
revolver	revolver																											1																										
revolving door	revolving door																																																					
rhinoceros	rhinoceros	1																													1																							
rhubarb	rhubarb										1															1																												
ribbon	ribbon																																								1													
rice	rice										1																																											
rickshaw	rickshaw																										1																											
rifle	rifle																											1																										
rim	rim																				1																																	
ring	ring																																	1																				
riser	riser																																																					
road sign	road sign																																																					
roadsweeper	roadsweeper																										1																											
robe	robe				1																																																	
robot	robot																								1																													
rock	rock																																																					
rocket	rocket																										1																											
rocking chair	rocking chair												1																																									
rocking horse	rocking horse																								1																													
roll	roll										1																																	1										
roller	roller																																																					
roller coaster	roller coaster																																																					
rollerblade	rollerblade																						1																						1									
rollerskate	rollerskate																						1																						1									
rolling pin	rolling pin																1							1																														
roof rack	roof rack																				1																																	
rooster	rooster	1	1																																																	1		
root	root																																																					
rope	rope																							1																										1				
rosary	rosary																																																					
rose	rose																					1																																
roulette wheel	roulette wheel																																																					
router	router									1																																												
rubber band	rubber band																			1													1																					
ruby	ruby																																																					
rudder	rudder																																																					
rug	rug													1																																								
ruler	ruler																							1																1							1							
rust	rust																																																					
saddle	saddle																						1																															
safety pin	safety pin																																1																					
saffron	saffron										1																																											
sail	sail																																																					
sailboat	sailboat																										1								1																			
salad	salad										1																																											
salami	salami										1																																											
saltshaker	saltshaker						1																																															
sand	sand																																																					
sandal	sandal				1																																								1									
sandbag	sandbag						1																																															
sandbox	sandbox																																																					
sandcastle	sandcastle																																																					
sandpaper	sandpaper																							1																														
sandwich	sandwich										1																																	1										
sarcophagus	sarcophagus						1																																															
sardine	sardine	1									1																					1											1											
satellite	satellite																																																					
satellite dish	satellite dish																																																					
sauce	sauce										1																									1																		
saucer	saucer																																																					
sauerkraut	sauerkraut										1																																											
sausage	sausage										1																																	1										
saw	saw																							1						1							1													1				
sawhorse	sawhorse																							1						1																				1				
saxophone	saxophone																		1																																			
scaffold	scaffold																																																	1				
scaffolding	scaffolding																																																	1				
scale	scale																																							1														
scallion	scallion										1															1																												
scallop	scallop	1									1																					1											1											
scalpel	scalpel																	1						1				1												1														
scanner	scanner									1																																												
scarecrow	scarecrow													1																																								
scarf	scarf				1	1																																															1	
school bus	school bus																										1																											
scissors	scissors																			1				1				1									1				1													
scone	scone										1																																	1										
scoop	scoop																1							1																														
scooter	scooter																								1		1																											
scoreboard	scoreboard																																																					
scorpion	scorpion	1																																																				
scrabble	scrabble																																																		1			
scrambled egg	scrambled egg										1																																	1										
scraper	scraper																							1						1																								
screen1	screen									1																																												
screen2	screen																																																					
screw	screw																													1			1																					
screwdriver	screwdriver																							1						1																				1				
scuba	scuba																						1																															
sea urchin	sea urchin	1																														1											1											
seafood	seafood										1																																1											
seagull	seagull	1	1																																																			
seahorse	seahorse	1																														1																						
seal	seal	1																													1	1																						
seaplane	seaplane																										1								1																			
seatbelt	seatbelt																				1																									1								
seaweed	seaweed										1											1																					1											
seed	seed																																																					
seesaw	seesaw																																																					
seismograph	seismograph																																							1														
sequin	sequin																																								1													
sewage	sewage																																																					
sewing kit	sewing kit																																								1													
sewing machine	sewing machine									1																															1	1												
shaker	shaker						1																																															
shark	shark	1																														1											1											
shaving cream	shaving cream																																						1															
shawl	shawl				1	1																																															1	
shears	shears																							1						1							1																	
sheath	sheath																																																					
sheep	sheep	1																													1																					1		
sheet	sheet																																																					
shelf	shelf												1																																									
shell1	shell																																																					
shell2	shell																																																					
shell3	shell																																																					
shield	shield																																													1								
ship	ship																										1								1																			
shirt	shirt				1																																																	
shoe	shoe				1																																								1									
shoe polish	shoe polish																																																					
shoehorn	shoehorn																																																					
shoelace	shoelace																																																					
shopping basket	shopping basket						1																																															
shopping cart	shopping cart						1																																															
shortbread	shortbread							1			1																																											
shorts	shorts				1																																																	
shoulder	shoulder			1																																																		
shovel	shovel																							1						1							1													1				
shower	shower																																																					
shower cap	shower cap																																						1															
shower curtain	shower curtain																																																					
showerhead	showerhead																																																					
shredder	shredder									1																																												
shrimp	shrimp	1									1																					1											1											
shuffleboard	shuffleboard																																																		1			
shutter	shutter																																																					
sickle	sickle																							1													1																	
sidecar	sidecar																																																					
sifter	sifter																1																																					
silicone	silicone																																																					
silverware	silverware																																																					
sim card	sim card																																																					
sink	sink																																																					
siren	siren																																																					
skateboard	skateboard																						1		1		1																											
skeleton	skeleton			1																																																		
skewer	skewer																1																																					
ski	ski																						1																															
ski boots	ski boots				1																		1																						1									
ski lift	ski lift																																																					
ski pole	ski pole																						1																															
skin	skin			1																																																		
skirt	skirt				1																																																	1
skull	skull			1																																																		
skunk	skunk	1																													1																							
sled	sled																						1				1																											
sledgehammer	sledgehammer																							1						1																				1				
sleeping bag	sleeping bag																																																					
slicer	slicer									1						1																																						
slide	slide																																																					
slime	slime																																																					
sling	sling																	1																																				
slingshot	slingshot																								1			1																										
slipper	slipper				1																																								1									
slot	slot																																																					
slot machine	slot machine									1																																									1			
sloth	sloth	1																													1																							
slug	slug	1																																																				
smoke alarm	smoke alarm									1																																				1								
smoothie	smoothie								1																																													
snack	snack										1																																											
snail	snail	1																														1											1											
snake	snake	1																																																				
snorkel	snorkel																						1																															
snow	snow																																																					
snowball	snowball																																																					
snowboard	snowboard																						1																															
snowman	snowman																																																					
snowmobile	snowmobile																										1																											
snowplow	snowplow																										1																											
snowshoe	snowshoe				1																		1																						1									
snowsuit	snowsuit				1																																																1	
soap	soap																																						1															
soccer ball	soccer ball																						1																															
sock	sock				1																																								1									
soda	soda								1																																													
soda fountain	soda fountain																																									1												
sofa bed	sofa bed												1																																									
solar panel	solar panel																																																					
soldering iron	soldering iron																							1						1																								
sombrero	sombrero				1	1																																										1						
sonogram	sonogram																																																					
sorbet	sorbet							1			1																																											
souffle	souffle							1			1																																											
soup	soup										1																																											
soy sauce	soy sauce										1																									1																		
space shuttle	space shuttle																										1																											
spacesuit	spacesuit				1																																									1			1					
spaghetti	spaghetti										1																																											
spam	spam										1																																											
spareribs	spareribs										1																																											
spark plug	spark plug																				1									1																								
sparkler	sparkler																																																					
spatula	spatula																1							1																														
speaker	speaker																																																					
spear	spear																											1																										
speedboat	speedboat																										1								1																			
speedometer	speedometer																				1																																	
spider	spider	1																																																				
spider web	spider web																																																					
spinach	spinach										1											1				1																												
splinter	splinter																																																					
sponge	sponge																																																					
spool	spool																																																					
spoon	spoon																1							1																														
spout	spout																																																					
spring roll	spring roll										1																																											
springboard	springboard																						1																															
sprinkler	sprinkler																																																					
sprouts	sprouts										1															1																												
spur	spur																																																					
squash	squash										1															1																												
squeegee	squeegee																							1																														
squid	squid	1									1																					1											1											
squirrel	squirrel	1																													1																							
squirt gun	squirt gun																								1																													
stained glass	stained glass													1																																								
stair	stair																																																					
stake	stake																																																					
stalagmite	stalagmite																																																					
stamp1	stamp																																																					
stamp2	stamp																							1																	1													
staple	staple																			1													1																					
staple gun	staple gun																							1						1																				1				
stapler	stapler																			1																											1							
star fruit	star fruit										1	1																																										
starfish	starfish	1																														1																						
station wagon	station wagon																										1																											
statue	statue													1																																								
steak	steak										1																																											
steamroller	steamroller																										1																							1				
steering wheel	steering wheel																				1																																	
stem	stem																																																					
step stool	step stool												1																																									
stereo	stereo									1																																												
stethoscope	stethoscope																	1																						1														
stew	stew										1																																											
stick	stick																																																					
sticker	sticker																																																					
stiletto	stiletto				1																																								1									1
stilt	stilt																								1																													
stingray	stingray	1																														1																						
stir fry	stir fry										1																																											
stirrup	stirrup																																																					
stockings	stockings				1																																								1									1
stomach	stomach			1																																																		
stool	stool												1																																									
stopwatch	stopwatch																						1																															
stove1	stove																																									1												
stove2	stove															1																																						
straightjacket	straightjacket				1																																																	
strainer	strainer																1													1																								
strap	strap																																1																					
straw1	straw																																																					
straw2	straw																																																					
strawberry	strawberry										1	1																																										
streetlight	streetlight																																					1																
stretcher	stretcher																	1																																				
string cheese	string cheese										1																																											
stroller	stroller																										1																											
stuffing	stuffing										1																																											
stump	stump																																																					
submarine	submarine																										1								1																			
subway	subway																										1																											
sugar cube	sugar cube										1																																											
suit	suit				1																																																	
suitcase	suitcase						1																																															
sundae	sundae							1			1																																											
sundial	sundial																																																					
sunflower	sunflower																					1																																
sunglasses	sunglasses																																																					
sunroof	sunroof																				1																																	
surfboard	surfboard																						1																															
sushi	sushi										1																																											
suspenders	suspenders				1	1																																																
swab	swab																	1																					1	1														
swan	swan	1	1																																																			
sweater	sweater				1																																																	
sweatsuit	sweatsuit				1																																																	
sweeper	sweeper																							1																														
sweet potato	sweet potato										1															1																												
swimming pool	swimming pool						1																																															
swimsuit	swimsuit				1																																																	
swing	swing																																																					
swing set	swing set																																																					
switch	switch																													1																								
swizzle stick	swizzle stick																																																					
sword	sword																											1																										
swordfish	swordfish	1									1																					1											1											
syringe	syringe						1											1																						1														
syrup	syrup										1																									1								1										
t-shirt	t-shirt				1																																																	
tab	tab																																																					
table	table												1																																									
tablecloth	tablecloth																																																					
tablet	tablet									1																																												
tack	tack																			1										1			1																					
tackle	tackle																																																					
taco	taco										1																																											
tadpole	tadpole	1																																																				
taffy	taffy										1																		1																									
tag	tag																																																					
taillight	taillight																				1																	1																
tamale	tamale										1																																											
tambourine	tambourine																		1																																			
tank1	tank																											1																										
tank2	tank						1																							1										1														
tape	tape																			1													1								1													
tape measure	tape measure																							1																1														
tape recorder	tape recorder									1																																												
tapestry	tapestry													1																																								
tarantula	tarantula	1																																																				
target	target																						1																															
tarp	tarp																																																	1				
tattoo	tattoo																																																					
taxi	taxi																										1																											
tea	tea								1																																													
teabag	teabag																																																					
teacup	teacup						1																																															
teapot	teapot						1																																															
teddy bear	teddy bear																								1																													
tee	tee																						1																															
teepee	teepee																																																					
telegraph	telegraph																																																					
telephone pole	telephone pole																																																					
telescope	telescope																																							1														
television	television									1																																1												
tennis ball	tennis ball																						1																															
tent	tent						1																																															
terrarium	terrarium						1							1																																								
test tube	test tube						1																																	1														
thermometer	thermometer																													1										1														
thermos	thermos						1																																															
thermostat	thermostat																																									1												
thimble	thimble																																								1													
thorn	thorn																																																					
thread	thread																																								1													
throne	throne												1																																									
thumb	thumb			1																																																		
thumbtack	thumbtack																			1													1																					
tiara	tiara				1																													1														1						1
tick	tick	1																																																				
ticktacktoe	ticktacktoe																																																		1			
tie	tie				1	1																																																
tiger	tiger	1																													1																							
tile	tile																																																					
timer	timer																1																							1														
tinsel	tinsel																																																					
tiramisu	tiramisu							1			1																																											
toad	toad	1																																																				
toast	toast										1																																	1										
toaster	toaster									1						1																										1												
toaster oven	toaster oven									1						1																										1												
toe	toe			1																																																		
toga	toga				1																																																	
toilet	toilet																																																					
toilet paper	toilet paper																																						1															
tomato	tomato										1	1														1																												
tomato sauce	tomato sauce										1																																											
tongs	tongs																1							1																1														
tongue	tongue			1																																																		
tool	tool																							1						1																								
toolbox	toolbox						1																																															
tooth	tooth			1																																																		
toothbrush	toothbrush																																						1															
toothpaste	toothpaste																																						1															
toothpick	toothpick																																						1															
top hat	top hat				1	1																																										1						
torch	torch																																					1																
torpedo	torpedo																											1							1																			
torso	torso			1																																																		
tortellini	tortellini										1																																											
tortilla	tortilla										1																																											
tostada	tostada										1																																											
totem pole	totem pole																																																					
toucan	toucan	1	1																																																			
touchpad	touchpad																																																					
towel	towel																																																					
towel rack	towel rack																																																					
toy	toy																								1																													
tractor	tractor																										1																											
traffic light	traffic light																																																					
trailer	trailer																																																					
train	train																										1																											
train car	train car																																																					
train set	train set																								1																													
trampoline	trampoline																						1																															
trap	trap																																																					
trapdoor	trapdoor																																																					
trashcan	trashcan						1																																															
tray	tray																																																					
treadmill	treadmill									1													1																															
treasure	treasure																																																					
tree	tree																					1																																
tree trunk	tree trunk																																																					
triangle	triangle																		1																																			
tricycle	tricycle																										1																											
trident	trident																							1				1																										
trigger	trigger																																																					
tripod	tripod																																																					
trolley	trolley																										1																											
trombone	trombone																		1																																			
trophy	trophy																																																					
trough	trough																																																					
trowel	trowel																							1						1							1													1				
truck	truck																										1																											
trumpet	trumpet																		1																																			
trunk	trunk						1																																															
tuba	tuba																		1																																			
tube top	tube top				1																																																	1
tugboat	tugboat																										1								1																			
tulip	tulip																					1																																
tumbleweed	tumbleweed																					1																																
tuning fork	tuning fork																																																					
tupperware	tupperware						1																																															
turban	turban				1																																											1						
turbine	turbine																																																					
turf	turf																																																					
turkey	turkey	1	1								1																																									1		
turnstile	turnstile																																																					
turntable	turntable									1																																												
turtle	turtle	1																														1																						
turtleneck	turtleneck				1																																																	
tuxedo	tuxedo				1																																																	
tweezers	tweezers																	1						1						1									1	1														
twig	twig																																																					
typewriter	typewriter																																																					
ukulele	ukulele																		1																																			
umbrella	umbrella																																																					
undershirt	undershirt				1																																																	
underwear	underwear				1																																																	
unicycle	unicycle																										1																											
uniform	uniform				1																																																	
urinal	urinal																																																					
urn	urn						1																																															
vacuum	vacuum									1														1																		1												
valve	valve																													1																								
van	van																										1																											
vase	vase						1							1																																								
vegetable	vegetable										1															1																												
veil	veil				1																																											1						1
velcro	velcro																																1																					
vending machine	vending machine									1																																												
vent	vent																																																					
vest	vest				1																																																	
vial	vial						1											1																																				
videocassette	videocassette																																																					
videogame	videogame																																																		1			
viewfinder	viewfinder																																																					
violin	violin																		1																																			
vise	vise																							1						1																								
visor	visor				1	1																																											1					
volleyball	volleyball																						1																															
vulture	vulture	1	1																																																			
wafer	wafer										1																																											
waffle	waffle										1																																	1										
waffle iron	waffle iron									1						1																										1												
wagon	wagon																										1																											
walker1	walker																	1																																				
walker2	walker																																																					
wall	wall																																																					
wallet	wallet						1																																															
wallpaper	wallpaper													1																																								
walnut	walnut										1																																											
walrus	walrus	1																													1	1																						
wand	wand																																																					
warthog	warthog	1																													1																							
washboard	washboard																																																					
washcloth	washcloth																																						1															
washing machine	washing machine									1																																1												
wasp	wasp	1													1																																							
watch	watch					1																												1																				
water bottle	water bottle						1																																															
water cooler	water cooler																																									1												
water filter	water filter															1																																						
water fountain	water fountain																																																					
water heater	water heater						1			1																																1												
watering can	watering can						1																	1													1																	
watermelon	watermelon										1	1																																										
waterwheel	waterwheel																																																					
wax	wax																																																					
wax paper	wax paper																																																					
weasel	weasel	1																													1																							
weather vane	weather vane													1																																								
webcam	webcam									1																																												
wedding cake	wedding cake							1			1																																											
wedge	wedge																							1						1																								
weed	weed																					1																																
wetsuit	wetsuit				1																		1																										1					
whale	whale	1																													1	1																						
wheat	wheat										1																																											
wheel	wheel																				1																																	
wheelbarrow	wheelbarrow						1																																											1				
wheelchair	wheelchair																	1									1																											
whip	whip																											1																										
whipped cream	whipped cream							1			1																																											
whisk	whisk																1																																					
whistle	whistle																																																					
whiteboard	whiteboard																																														1							
whoopee cushion	whoopee cushion																								1																													
wick	wick																																																					
wig	wig																																															1						
wind chimes	wind chimes													1																																								
window	window																																																					
windowsill	windowsill																																																					
windshield	windshield																				1																																	
windshield wiper	windshield wiper																				1																																	
windsock	windsock																																																					
wine	wine								1																																													
wine bottle	wine bottle						1																																															
wine cooler	wine cooler						1																																			1												
wineglass	wineglass						1																																															
wing	wing																																																					
wire	wire																													1											1													
wire cutters	wire cutters																							1						1											1													
wok	wok						1																																															
wolf	wolf	1																													1																							
woman	woman																																																					
wood	wood																																																					
wooden leg	wooden leg																																																					
workbench	workbench												1																																									
worm	worm	1																																																				
wrap	wrap										1																																											
wrapping paper	wrapping paper																																								1													
wreath	wreath													1																																								
wreck	wreck																																																					
wrench	wrench																							1						1																				1				
wrist	wrist			1																																																		
xylophone	xylophone																		1																																			
yacht	yacht																										1								1																			
yak	yak	1																													1																							
yarn	yarn																																								1													
yo-yo	yo-yo																								1																										1			
yogurt	yogurt										1																																	1										
