-0.260996,-0.925875,-0.658721,-0.132351,0.353181,-0.123948,0.107190,0.064190,0.046977,0.223022,0.116698,-0.033459,-0.181114,-0.040544,-0.060171,-0.041073,-0.068352,0.011920,-0.087506,-0.032494,0.042988,0.024989
-0.169368,-0.842658,-0.637509,-0.034334,0.384617,-0.136738,0.136244,0.065524,0.058576,0.119459,0.142593,-0.068222,-0.141339,0.008585,-0.016352,-0.017984,-0.017256,0.020863,-0.070533,-0.018528,0.042669,0.054573
-0.213583,-0.877813,-0.388936,-0.165310,0.197723,-0.160224,0.097481,0.129153,0.040188,0.048781,0.115290,-0.081125,-0.098286,0.030771,-0.018247,0.004295,-0.022109,0.032436,-0.071123,0.000617,0.028703,0.033169
-0.216339,-0.868300,-0.523065,-0.148910,0.324815,-0.152839,0.074196,0.076774,0.068184,0.099839,0.159777,-0.060263,-0.122838,-0.000916,-0.023942,-0.021906,-0.014322,0.030265,-0.067124,-0.026570,0.055383,0.046118
-0.183213,-0.906421,-0.497289,-0.152443,0.276160,-0.143502,0.048700,0.102179,0.051633,0.110364,0.139369,-0.073432,-0.127028,0.030878,-0.044776,-0.006662,-0.014328,0.006556,-0.073945,0.001400,0.043053,0.064673
-0.098438,-0.821294,-0.553622,-0.160538,0.332544,-0.120816,0.063925,0.084537,0.024424,0.166836,0.138818,-0.046192,-0.138297,-0.004922,-0.038562,-0.024700,-0.033205,0.008268,-0.077971,-0.018248,0.045071,0.040257
-0.012916,-0.697913,-0.445071,0.050998,0.323276,-0.073042,0.066612,0.054709,0.073025,0.053217,0.119132,-0.066081,-0.124440,0.017298,0.018544,-0.028789,0.013796,0.009810,-0.030597,-0.024573,0.032152,0.043821
-0.289935,-0.885941,-0.438798,-0.064073,0.278173,-0.139379,0.072364,0.117943,0.060096,0.084078,0.116180,-0.066879,-0.133160,0.019224,-0.024028,-0.026973,-0.044147,0.004315,-0.082113,-0.013152,0.042878,0.060123
-0.098001,-0.816872,-0.583062,-0.054225,0.328407,-0.124687,0.086155,0.084596,0.043931,0.083796,0.120408,-0.065058,-0.138564,0.037606,-0.017247,0.001502,-0.007485,0.010030,-0.063370,-0.008704,0.045585,0.065567
-0.190445,-0.867172,-0.469548,-0.045021,0.301161,-0.123910,0.118041,0.099204,0.042468,0.097738,0.126426,-0.063677,-0.131271,0.020963,-0.004965,-0.013736,-0.029513,0.023379,-0.075910,-0.028934,0.031845,0.050273
-0.075486,-0.815634,-0.536572,-0.031161,0.382268,-0.172572,0.069231,0.054271,0.086637,0.093532,0.191675,-0.064321,-0.125119,0.007451,0.013327,-0.015674,-0.005901,0.016933,-0.079037,-0.040605,0.042340,0.065087
-0.266267,-0.880505,-0.549789,-0.230666,0.445330,-0.163492,0.035745,0.097759,0.090253,0.105650,0.182220,-0.101268,-0.118751,0.046373,-0.039595,0.001392,-0.006651,0.016017,-0.055735,-0.013386,0.044861,0.065603
-0.396680,-0.842958,-0.638674,-0.229156,0.617728,-0.175869,0.078777,0.120857,0.025725,0.199890,0.148566,-0.047118,-0.212420,0.035419,-0.023487,-0.029535,-0.014897,0.042187,-0.107825,-0.084686,0.062644,0.093271
-0.513317,-0.855923,-0.511738,-0.146838,0.272968,-0.278355,-0.234719,0.234431,0.130992,0.240448,0.183691,-0.131355,-0.195388,-0.000402,-0.016187,-0.077083,-0.091477,0.007347,-0.104850,-0.032686,0.013137,0.098743
0.166203,-0.737224,-0.365629,-0.142933,0.167294,-0.110733,-0.001831,0.151456,0.002685,0.048771,0.118639,-0.080345,-0.110369,0.057656,0.000588,0.011382,-0.024586,-0.021023,-0.087679,0.005005,0.035033,0.045600
-0.717056,-1.134191,-0.930633,-0.436413,0.500595,-0.246951,0.121310,0.118808,0.103756,0.270471,0.251937,-0.098266,-0.219922,0.026524,-0.095489,-0.044471,-0.035166,0.029247,-0.124795,-0.011902,0.068321,0.054304
-0.187268,-0.857804,-0.334431,-0.202377,0.220592,-0.247896,-0.031453,0.144901,0.107522,0.111039,0.162227,-0.091247,-0.170505,0.048395,-0.037145,-0.050306,-0.082468,0.004526,-0.051269,-0.037580,0.011118,0.026941
-0.232927,-0.878566,-0.631443,-0.176570,0.319705,-0.121841,0.174954,0.065480,0.043999,0.154908,0.128517,-0.074474,-0.129695,-0.005364,-0.048241,-0.037965,-0.048616,0.076591,-0.085727,-0.003988,0.013052,0.016199
-0.152061,-1.013054,-0.442044,-0.389803,0.177181,-0.110101,0.159612,0.019564,0.058960,0.188726,0.175406,-0.058519,-0.102244,0.023775,-0.146210,-0.018183,-0.001211,0.054353,-0.076811,-0.013943,0.045195,0.031191
-0.461811,-0.900195,0.137160,0.367182,0.232068,-0.159567,-0.051950,0.047922,0.218640,0.036045,0.085393,-0.079029,0.002192,-0.041109,-0.038317,-0.030578,-0.143252,-0.028660,0.000159,-0.028961,0.012574,0.118379
-0.381783,-1.005307,-0.640242,-0.169144,0.472011,-0.106782,0.121081,0.160619,0.028655,0.163862,0.105023,-0.072781,-0.186913,0.064727,-0.065664,-0.037126,0.021080,0.012467,-0.064663,0.016629,0.084657,0.094390
-0.394214,-0.735588,-0.578290,-0.172347,0.317440,-0.185607,-0.031513,0.090762,0.120613,0.110494,0.145279,-0.052890,-0.072118,-0.054868,-0.024338,-0.016700,-0.026546,0.000703,-0.048535,-0.020721,0.066178,0.032566
0.052300,-0.642127,-0.358079,0.128647,0.327410,-0.280519,-0.204716,0.128180,0.167010,0.047923,0.227813,-0.124846,-0.135841,0.030702,0.070543,-0.050275,-0.026027,-0.043054,0.017120,-0.069955,0.012976,0.071707
-0.351153,-1.122898,-0.576626,-0.540697,0.234183,-0.291394,-0.031149,0.165388,0.077809,0.180584,0.208547,-0.112142,-0.152205,0.065046,-0.156003,-0.005392,-0.027022,0.003849,-0.075157,0.045228,0.073228,0.101006
-0.045484,-0.832135,0.080201,-0.595489,0.067272,0.094339,0.257979,0.095442,-0.032448,0.046594,0.019954,0.000470,0.119716,0.089838,-0.120016,0.094848,0.037032,0.229826,-0.077512,-0.022470,0.026727,-0.008923
0.276058,-0.513696,-0.535362,-0.029239,0.302507,-0.011771,0.008257,-0.003090,0.062073,0.098155,0.064398,-0.053663,-0.124542,0.012834,-0.036714,-0.029952,-0.006297,-0.007019,-0.015719,-0.003588,0.055090,0.037704
1.161551,-0.521053,-0.285139,0.025429,0.146267,-0.066515,-0.039386,-0.117348,0.063841,0.123434,0.142904,0.010999,-0.068432,0.029146,-0.054723,-0.001720,0.019526,0.014878,0.000137,0.015317,0.006737,0.019713
0.811972,-0.702691,-0.505527,-0.077109,0.173145,-0.120541,-0.099604,-0.042433,0.042102,0.145943,0.180585,0.004364,-0.108299,-0.000849,-0.070487,-0.008637,-0.034951,-0.027163,-0.007004,0.004728,0.012743,0.028756
1.138517,-0.498015,-0.211770,0.092241,0.268436,-0.284032,0.195563,-0.062431,-0.048691,0.184902,0.110005,0.049702,-0.091686,0.057557,-0.084199,-0.011530,0.063819,0.053991,-0.059613,0.022657,-0.044795,-0.043160
0.959987,-0.447365,-0.409762,-0.055736,0.009945,0.001621,-0.096351,-0.024329,-0.035076,0.100230,-0.039768,0.034663,-0.007506,-0.039347,-0.089468,0.030629,-0.039705,0.051010,0.004959,0.063985,0.057674,-0.007493
0.637235,-0.716094,-0.539342,-0.257181,0.020021,0.034385,-0.066856,0.100441,-0.046733,0.069019,0.008142,-0.013105,-0.012934,-0.045101,-0.046405,0.068521,-0.079093,-0.021740,-0.068871,0.086998,0.049521,0.005663
0.478177,-0.564260,-0.439821,0.005524,0.200293,0.051574,0.017242,-0.001673,-0.022385,0.121814,0.082843,0.035308,-0.186038,-0.033211,0.023034,-0.057471,-0.042438,-0.020228,-0.091137,-0.067227,0.047262,0.063571
0.354618,-0.725077,-0.444618,-0.007917,0.131064,0.081900,0.187825,-0.044253,-0.018156,0.100727,0.058319,0.030402,-0.127537,-0.005276,-0.021433,-0.049694,0.011092,0.072267,-0.071119,-0.026730,0.024910,0.006524
0.370903,-0.440533,-0.290838,-0.004864,0.401804,-0.010857,0.071611,-0.025918,0.044296,0.143614,0.081467,-0.036712,-0.065985,-0.033957,0.051852,-0.034344,-0.019439,0.038514,-0.033247,-0.027413,0.020994,-0.008328
0.833503,-0.591273,-0.364202,0.129795,0.046267,-0.008515,0.164344,-0.122053,0.003868,0.048062,0.044938,0.026475,-0.097369,0.030164,-0.050084,-0.017098,0.016202,0.043387,-0.019563,0.016196,0.027650,-0.005955
-0.086126,-0.514291,-0.658544,-0.173430,0.502248,-0.117372,-0.116550,0.066675,0.133213,0.207737,0.133619,-0.056977,-0.123773,0.006734,-0.066904,-0.032094,-0.040331,0.013451,0.011206,-0.012760,-0.004993,0.034300
-0.217751,0.018353,-0.366431,-0.060368,0.181604,0.159744,0.005810,0.148869,0.015328,0.225871,0.055831,0.068490,-0.029429,0.086331,0.089709,-0.019736,-0.033185,0.100168,0.073742,-0.072115,-0.017947,-0.051291
1.330315,-0.340277,-0.148123,0.164945,0.102595,0.009536,0.191798,-0.064686,-0.169118,0.149852,-0.061147,0.092457,-0.082294,-0.018045,-0.014719,-0.010532,0.094422,0.014792,0.031875,0.063872,0.051290,-0.076821
0.413492,-0.429380,-0.411158,0.145223,0.389306,-0.034438,0.230740,-0.055811,-0.073414,0.170940,-0.056265,0.053635,-0.178604,0.016700,-0.023075,-0.049373,0.051612,0.011352,-0.029468,-0.013833,0.032494,0.053261
1.019988,-0.589600,-0.456152,0.137381,0.048335,-0.079793,0.091681,-0.091875,-0.028792,0.108471,0.005811,0.090847,-0.126396,0.004978,-0.024672,-0.002190,-0.011052,0.025390,-0.036642,0.031441,0.027910,0.017237
1.143122,-0.438797,-0.398277,0.094945,-0.166050,-0.100921,-0.150376,-0.137822,0.165998,-0.010917,0.117747,0.022543,0.016561,-0.015843,-0.049097,-0.004463,-0.006381,-0.039191,0.056565,0.015796,-0.015209,-0.028277
-0.209545,-0.723622,-0.614575,-0.248205,0.248023,-0.046924,0.058479,0.175445,0.018062,0.172592,0.079168,-0.062538,-0.119567,0.028504,-0.084981,-0.023182,0.045665,0.004673,-0.054625,0.012123,0.053185,0.014896
0.542270,-0.671971,-0.132479,0.135832,0.218379,0.090942,0.077127,0.026043,-0.027134,0.087788,0.072190,0.026522,0.041440,-0.050019,-0.039743,0.016005,0.015918,0.078924,0.016012,-0.002632,0.041395,0.008022
-0.975223,0.166122,-0.849976,-0.276395,0.166861,0.291445,0.141205,0.260694,-0.004543,0.196604,0.120587,0.148021,0.042171,0.382155,0.007582,0.090221,0.035691,0.243999,0.140941,0.044545,-0.047264,-0.205672
0.487800,-0.367481,-0.332153,0.178719,0.348586,-0.101265,-0.179764,0.088270,0.124344,-0.087459,0.152066,-0.105636,-0.084298,0.086724,0.047218,-0.003399,0.090702,-0.056342,0.075310,-0.072375,0.043911,0.072266
